Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2007,44,9,J. Borresen and M. I. Lambert,2,Multiple,Changes in heart rate recovery in response to acute changes in training load,1,"University of Cape Town, South Africa",Rhodes University,RU,,Eur J Appl Physiol,African Journals,2.423,48,Human,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,9,"J. J. Faure, S. M. Hattingh, D. J. Stein and W. M. Daniels",4,Multiple,Proteomic analysis reveals differentially expressed proteins in the rat frontal cortex after methamphetamine treatment,1,"University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa, University of StellenboschTygerbergSouth Africa.",Rhodes University,RU,,J Neurol Neurosurg Psychiatry,African Journals,2.441,99,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,"W. M. Daniels, L. R. Fairbairn, G. van Tilburg, C. R. McEvoy, M. J. Zigmond, V. A. Russell and D. J. Stein",7,Multiple,Maternal separation alters nerve growth factor and corticosterone levels but not the DNA methylation status of the exon 1(7) glucocorticoid receptor promoter region,1,"University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa, University of StellenboschTygerbergSouth Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,53,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,9,"D. J. Stein, W. Daniels, R. Emsley, B. Harvey, J. Blackburn, P. Carey, G. Ellis, N. Illing, A. Flisher, H. Moolman-Smook, K. Mwaba, R. Ramesar, V. Russell, S. Seedat, C. Tredoux, C. L. Vaughan, B. Vythilingum and J. Warwick",18,Multiple,A brain-behaviour initiative for South Africa: the time is right,1,"University of Cape Town, South Africa, University of StellenboschTygerbergSouth Africa, North west University, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,8,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,5,"S. Hescham, L. Grace, L. A. Kellaway, K. Bugarith and V. A. Russell",5,Multiple,Effect of exercise on synaptophysin and calcium/calmodulin-dependent protein kinase levels in prefrontal cortex and hippocampus of a rat model of developmental stress,1,"University of Cape Town, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,51,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,7,"D. J. Stein, M. Arya, P. Pietrini, J. L. Rapoport and S. E. Swedo",5,Multiple,Neurocircuitry of disgust and anxiety in obsessive-compulsive disorder: a positron emission tomography study,1,"University of Cape Town, South Africa.",Rhodes University,RU,,J Chem Neuroanat,African Journals,2.441,6,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,3,"E. Dalle, W. M. Daniels and M. V. Mabandla",3,Multiple,Anti-parkinsonian effects of fluvoxamine maleate in maternally separated rats,1,University of KwaZulu-Natal ,Rhodes University,RU,,Int J Dev Neurosci,African Journals,2.429,7,Human,0,Basic,Advanced,No,,,,6,44,101,102,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,"L. Marais, D. J. Stein and W. M. Daniels",3,Multiple,Exercise increases BDNF levels in the striatum and decreases depressive-like behavior in chronically stressed rats,1,"University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,24,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,"L. Marais, S. M. Hattingh, D. J. Stein and W. M. Daniels",4,Multiple,A proteomic analysis of the ventral hippocampus of rats subjected to maternal separation and escitalopram treatment,1,"University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,29,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,6,"M. V. Mabandla, L. A. Kellaway, W. M. Daniels and V. A. Russell",4,Multiple,Effect of exercise on dopamine neuron survival in prenatally stressed rats,1,"University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,12,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,2,"R. Mahabeer, S. Naidoo and D. M. Raidoo",3,Multiple,Detection of tissue kallikrein and kinin B1 and B2 receptor mRNAs in human brain by in situ RT-PCR,1,University of Natal Congella,Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,24,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,44,9,"V. Naidoo, R. Mahabeer and D. M. Raidoo",3,Multiple,Cellular distribution of endothelin-1 mRNA in human brain by in situ RT-PCR,1,"University of Natal,",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,8,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"S. J. van Rensburg, J. M. van Zyl, F. C. Potocnik, W. M. Daniels, J. Uys, L. Marais, D. Hon, B. J. van der Walt and R. T. Erasmus",9,Multiple,The effect of stress on the antioxidative potential of serum: implications for Alzheimer's disease,1,University of StellenboschTygerbergSouth Africa,Rhodes University,RU,,Eur J Appl Physiol,African Journals,2.441,19,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,7,"L. Marais, W. Daniels, L. Brand, F. Viljoen, C. Hugo and D. J. Stein",6,Multiple,Psychopharmacology of maternal separation anxiety in vervet monkeys,1,"University of StellenboschTygerbergSouth Africa, North-West University, South Africa.",Rhodes University,RU,,Neuroimage Clin,African Journals,2.441,6,Human,0,Basic,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,8,"S. J. van Rensburg, C. M. Smuts, D. Hon, M. Kidd, S. van der Merwe, C. Myburgh, P. Oosthuizen and R. Emsley",8,Multiple,Changes in erythrocyte membrane fatty acids during a clinical trial of eicosapentaenoic acid (EPA) supplementation in schizophrenia,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa, North-West University, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,11,Human,0,Clinical,Standard,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,6,"J. Faure, J. D. Uys, L. Marais, D. J. Stein and W. M. Daniels",5,Multiple,Early maternal separation followed by later stressors leads to dysregulation of the HPA-axis and increases in hippocampal NGF and NT-3 levels in a rat model,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,16,Human,0,Basic,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,7,"N. Cassimjee, J. P. Fouche, M. Burnett, C. Lochner, J. Warwick, P. Dupont, D. J. Stein, K. J. Cloete and P. D. Carey",9,Multiple,Changes in regional brain volumes in social anxiety disorder following 12 weeks of treatment with escitalopram,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,29,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,9,"G. Modi, K. Hari, M. Modi and A. Mochan",4,Multiple,The frequency and profile of neurology in black South African HIV infected (clade C) patients - a hospital-based prospective audit,1,"University of the Witwatersrand, South Africa.",Rhodes University,RU,,Fam Cancer,African Journals,2.44,51,Human,0,Basic,Advanced,Yes,Acacia nilotica subsp. kraussia,Antibacterial,Effective,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,2,"N. Makena, K. Bugarith and V. A. Russell",3,Multiple,Maternal separation enhances object location memory and prevents exercise-induced MAPK/ERK signalling in adult Sprague-Dawley rats,1,,Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,9,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,1,"A. M. Olude, J. O. Olopade and A. O. Ihunwo",3,Multiple,"Adult neurogenesis in the African giant rat (Cricetomysgambianus, waterhouse)",1,,Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,46,Human,0,Clinical,Standard,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,3,"F. M. Howells, V. L. Ives-Deliperi, N. R. Horn and D. J. Stein",4,Multiple,Mindfulness based cognitive therapy improves frontal control in bipolar disorder: a pilot EEG study,1,,Rhodes University,RU,,BMC Psychiatry,African Journals,2.419,35,Human,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,6,"J. J. Dimatelis, V. A. Russell, D. J. Stein and W. M. Daniels",4,Multiple,Effects of maternal separation and methamphetamine exposure on protein expression in the nucleus accumbens shell and core,1,,Rhodes University,RU,,Metab Brain Dis,African Journals,2.441,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,6,"M. Moller, J. L. Du Preez, F. P. Viljoen, M. Berk and B. H. Harvey",5,Multiple,N-Acetyl cysteine reverses social isolation rearing induced changes in cortico-striatal monoamines in rats,1,,Rhodes University,RU,,,African Journals,2.441,10,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,1,"S. Dalvie, D. J. Stein, K. Koenen, V. Cardenas, N. L. Cuzen, R. Ramesar, G. Fein and S. J. Brooks",8,Multiple,"The BDNF p.Val66Met polymorphism, childhood trauma, and brain volumes in adolescents with alcohol abuse",1,,Rhodes University,RU,,eNeuro,African Journals,2.419,5,Human,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,7,"G. P. Jordaan, J. M. Warwick, D. G. Nel, R. Hewlett and R. Emsley",5,Multiple,Alcohol-induced psychotic disorder: brain perfusion and psychopathology--before and after anti-psychotic treatment,1,University of Stellenbosch,Sandton Oncology Centre,SOC,,Metab Brain Dis,African Journals,2.441,15,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,2,"G. M. Hon, M. S. Hassan, S. J. van Rensburg, R. T. Erasmus and T. E. Matsha",5,Multiple,Assessment of Epstein-Barr virus in blood from patients with multiple sclerosis,1,"Cape Peninsula University of Technology, National Health Laboratory Services, Tygerberg Hospital, University of Stellenbosch",School of Child and Adolescent Health,SCAH,,Metab Brain Dis,African Journals,2.441,2,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,7,"J. M. Warwick, P. D. Carey, N. Cassimjee, C. Lochner, S. Hemmings, H. Moolman-Smook, E. Beetge, P. Dupont and D. J. Stein",9,Multiple,Dopamine transporter binding in social anxiety disorder: the effect of treatment with escitalopram,1,,Sizwe Tropical Diseases Hospital,STDH,,Metab Brain Dis,African Journals,2.441,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"S. J. van Rensburg, P. A. Berman, F. C. Potocnik and J. J. Taljaard",4,Multiple,Glycosylation of transferrin in Alzheimer's disease and alcohol-induced dementia,1, Tygerberg Hospital and University of Stellenbosch Medical School,South African Brain Research Institute,SABRI,,Metab Brain Dis,African Journals,2.441,0,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,7,"F. M. Howells, D. J. Stein and V. A. Russell",3,Multiple,Perceived mental effort correlates with changes in tonic arousal during attentional tasks,1," University of Cape Town, South Africa.",South African Brain Research Institute,SABRI,,Int J Radiat Oncol Biol Phys,African Journals,2.449,2,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,7,"D. Delport, R. Schoeman, N. van der Merwe, L. van der Merwe, L. R. Fisher, D. Geiger and M. J. Kotze",7,Multiple,"Significance of dietary folate intake, homocysteine levels and MTHFR 677 C>T genotyping in 44n patients diagnosed with depression: test development for clinical application",1,,South African Brain Research Institute,SABRI,,Biol Psychiatry,African Journals,2.441,3,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,8,"J. Hoare, J. Westgarth-Taylor, J. P. Fouche, B. Spottiswoode, R. Paul, K. Thomas, D. Stein and J. Joska",8,Multiple,A diffusion tensor imaging and neuropsychological study of prospective memory impairment in 44n HIV positive individuals,1,,South African Brain Research Institute,SABRI,,Metab Brain Dis,African Journals,2.441,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,3,"T. L. Sterley, F. M. Howells and V. A. Russell",3,Multiple,Effects of early life trauma are dependent on genetic predisposition: a rat study,1," University of Cape Town, South Africa.",South African Medical Research Council ,SAMRC,,Behav Brain Funct,African Journals,2.449,2,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,3,"R. Harricharan, V. Thaver, V. A. Russell and W. M. Daniels",4,Multiple,Tat-induced histopathological alterations mediate hippocampus-associated behavioural impairments in rats,1,University of KwaZulu-Natal ,South African Medical Research Council ,SAMRC,,J S Afr Vet Assoc,African Journals,2.449,5,Human,0,Clinical,Standard,NA,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,1,"F. M. Howells, L. Bindewald and V. A. Russell",3,Multiple,Cross-fostering does not alter the neurochemistry or behavior of spontaneously hypertensive rats,1,"University of Cape Town, South Africa.",Tecnikon Natal,TN,,Behav Brain Funct,African Journals,2.449,38,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,2,"J. S. Womersley, J. H. Hsieh, L. A. Kellaway, G. A. Gerhardt and V. A. Russell",5,Multiple,Maternal separation affects dopamine transporter function in the spontaneously hypertensive rat: an in vivo electrochemical study,1," University of Cape Town, South Africa.",Totiusdal South Africa,TSA,,Behav Brain Funct,African Journals,2.449,16,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,1,"V. A. Russell, R. D. Oades, R. Tannock, P. R. Killeen, J. G. Auerbach, E. B. Johansen and T. Sagvolden",7,Multiple,Response variability in Attention-Deficit/Hyperactivity Disorder: a neuronal and glial energetics hypothesis,1,"University of Cape Town, South Africa.",Tshwane University of Technology,TUT,,Int J Dev Neurosci,African Journals,2.449,0,Human,0,Clinical,Standard,NA,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,1,"H. Aase, A. Meyer and T. Sagvolden",3,Multiple,Moment-to-moment dynamics of ADHD behaviour in South African children,1,"University of Limpopo, South Africa",Tshwane University of Technology,TUT,,Behav Brain Funct,African Journals,2.449,3,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,5,A. Meyer and T. Sagvolden,2,Multiple,"Fine motor skills in South African children with symptoms of ADHD: influence of subtype, gender, age, and hand dominance",1,"University of Limpopo, South Africa,",Tshwane University of Technology,TUT,,Behav Brain Funct,African Journals,2.449,10,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,7,"P. Njomboro, S. Deb and G. W. Humphreys",3,Multiple,Apathy symptoms modulate motivational decision making on the Iowa gambling task,1,University of Cape Town,Tygerberg Children's Hospital,TCH,,Behav Brain Funct,African Journals,2.449,20,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"R. Labrum, J. Rodda and A. Krause",3,Multiple,The molecular basis of spinal muscular atrophy (SMA) in South African black patients,1,"Chris Hani Baragwanath Hospital, Johannesburg, South Africa, University of the Witwatersrand, South Africa.",Tygerberg Hospital,TH,,Psychosom Med,African Journals,2.487,10,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"M. Moja, M. N. Muthuphei, L. R. van der Westhuizen and R. F. Gledhill",4,Multiple,Multiple infarcts in a patient with cerebral phaeohyphomycosis: CT and MRI,1,Medunsa/Ga-Rankuwa Hospital,Tygerberg Hospital,TH,,Neuroradiology,African Journals,2.479,8,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Yrttiaho, S., Niehaus, D., Thomas, E. and Leppanen, J. M.",4,Multiple,Mothers' pupillary responses to infant facial expressions,1,Stellenbosch University and University of Tempere,Tygerberg Hospital,TH,,Behav Brain Funct,African Journals,2.449,209,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,3,"D. R. Hardie, C. Albertyn, J. M. Heckmann and H. E. Smuts",4,Multiple,Molecular characterisation of virus in the brains of patients with measles inclusion body encephalitis (MIBE),1,"University of Cape Town, National Health Laboratory Service",Tygerberg Hospital,TH,,Virol J,African Journals,2.465,20,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,2,"R. van Toorn, P. Janse van Rensburg, R. Solomons, A. P. Ndondo and J. F. Schoeman",5,Multiple,Hemiconvulsion-hemiplegia-epilepsy syndrome in South African children: insights from a retrospective case series,1,"University of Stellenbosch, Red Cross Children’s hospital",Tygerberg Hospital,TH,,Eur J Paediatr Neurol,African Journals,2.456,72,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,1,R. van Toorn and H. Rabie,2,Multiple,Pseudocystic cryptococcal meningitis complicated by transient periaqueductal obstruction in a child with HIV infection,1,"University of Stellenbosch, South Africa",Tygerberg Hospital,TH,,Metab Brain Dis,African Journals,2.456,22,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,1,"R. van Toorn, H. Rabie and J. M. Warwick",3,Multiple,Opsoclonus-myoclonus in an HIV-infected child on antiretroviral therapy--possible immune reconstitution inflammatory syndrome,1,"University of Stellenbosch, South Africa",Tygerberg Hospital,TH,,CNS Spectr,African Journals,2.456,71,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,2,"R. van Toorn, J. F. Schoeman and P. R. Donald",3,Multiple,Brainstem tuberculoma presenting as eight-and-a-half syndrome,1,"University of StellenboschTygerbergSouth Africa, ",Tygerberg Hospital,TH,,Eur J Paediatr Neurol,African Journals,2.456,35,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,3,"L. D. Morris, K. A. Grimmer-Somers, B. Spottiswoode and Q. A. Louw",4,Multiple,Virtual reality exposure therapy as treatment for pain catastrophizing in fibromyalgia patients: proof-of-concept study (Study Protocol),1,University of StellenboschTygerbergSouth Africa.,Tygerberg Hospital,TH,,BMC Musculoskelet Disord,African Journals,2.476,20,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,3,"R. van Toorn, H. Rabie, A. Dramowski and J. F. Schoeman",4,Multiple,Neurological manifestations of TB-IRIS: a report of 4 children,1,,Tygerberg Hospital,TH,,J Neurovirol,African Journals,2.456,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,1,"M. S. Bornman, E. Pretorius, J. Marx, E. Smit and C. F. van der Merwe",5,Multiple,"Ultrastructural effects of DDT, DDD, and DDE on neural cells of the chicken embryo model",1,"University of Pretoria, South Africa.",Tygerberg Hospital ,TH,,Environ Toxicol,African Journals,2.491,2,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,9,"E. E. Elgorashi, G. I. Stafford, A. K. Jager and J. van Staden",4,Multiple,Inhibition of [3H]citalopram binding to the rat brain serotonin transporter by Amaryllidaceae alkaloids,1,"University of KwaZulu-Natal, South Africa.",Unitas Hospital,UH,,Planta Med,African Journals,2.494,14,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,6,"D. A. Vorobiof, B. L. Rapoport, M. R. Chasen, G. L. Cohen, R. Mahomed and M. Karime",6,Multiple,Phase II clinical trial of carboplatin and docetaxel in patients with metastatic ovarian cancer: active combination with low incidence of peripheral neuropathy,1,"Sandton Oncology Center,",Unitas Interventional Unit,UIU,,S Afr Med J,African Journals,2.496,5,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,2,"P. L. Semple, L. Denny, M. Coughlan, R. Soeters and L. Van Wijk",5,Multiple,The role of neurosurgery in the treatment of cerebral metastases from choriocarcinoma: a report of two cases,1, University of the Witwatersrand,Univerdity of Cape Town ,UCT,,Seizure,African Journals,2.496,9,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,6,"R. Predel, R. Kellner, J. Rapus, H. Penzlin and G. Gade",5,Multiple,"Isolation and structural elucidation of eight kinins from the retrocerebral complex of the American cockroach, Periplaneta americana",1,"University of Cape Town, Institut fu ̈r Physiologische Chemie und Pathobiochemie, & Institut fu ̈r Allgemeine Zoologie und Tierphysiologie",Univerity of Potchesfstroom,UoP,,Regul Pept,African Journals,2.5,23,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,7,"B. H. Harvey, L. Brand, Z. Jeeva and D. J. Stein",4,Multiple,"Cortical/hippocampal monoamines, HPA-axis changes and aversive behavior following stress and restress in an animal model of post-traumatic stress disorder",1,"Northwest University, South Africa,  University of Cape Town, South Africa.",Universitas Academic Hospital,UAH,,Physiol Behav,African Journals,2.508,90,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,44,6,"A. St Clair Gibson, E. J. Schabort and T. D. Noakes",3,Multiple,Reduced neuromuscular activity and force generation during prolonged cycling,1, University of Cape ,University of Durban-Westville,UDW,,Early Hum Dev,African Journals,3.321,22,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,44,6,"S. K. Maloney, A. Fuller, G. Mitchell and D. Mitchell",4,Multiple,Rectal temperature measurement results in artifactual evidence of selective brain cooling,1,University of the Witwatersrand,University of Durban-Westville,UDW,,J Child Neurol,African Journals,3.321,13,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,6,"F. I. Luker, D. Mitchell and H. P. Laburn",3,Multiple,Fever and motor activity in rats following day and night injections of Staphylococcus aureus cell walls,1,University of the Witwatersrand Medical School,University of Durban-Westville,UDW,,Am J Physiol Regul Integr Comp Physiol,African Journals,3.321,56,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,9,"M. Marais, S. K. Maloney and D. A. Gray",3,Multiple,Brain IL-6- and PG-dependent actions of IL-1beta and lipopolysaccharide in avian fever,1,"University of the Witwatersrand, South Africa",University of Durban-Westville,UDW,,Am J Physiol Regul Integr Comp Physiol,African Journals,3.321,11,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,6,"A. Fuller, R. S. Hetem, L. C. Meyer and S. K. Maloney",4,Multiple,Angularis oculi vein blood flow modulates the magnitude but not the control of selective brain cooling in sheep,1,"University of the Witwatersrand, South Africa",University of Durban-Westville,UDW,,Am J Physiol Regul Integr Comp Physiol,African Journals,3.321,33,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,6,"A. Fuller, L. C. Meyer, D. Mitchell and S. K. Maloney",4,Multiple,Dehydration increases the magnitude of selective brain cooling independently of core temperature in sheep,1,"University of the Witwatersrand, South Africa.",University of Durban-Westville,UDW,,Am J Physiol Regul Integr Comp Physiol,African Journals,3.321,82,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,6,"L. A. Dell, N. Patzke, M. A. Spocter, M. F. Bertelsen, J. M. Siegel and P. R. Manger",6,Multiple,Organization of the sleep-related neural systems in the brain of the river hippopotamus (Hippopotamus amphibius): A most unusual cetartiodactyl species,1,,University of Durban-Westville,UDW,,J Comp Neurol,African Journals,3.318,23,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,2,J. A. Ojewole and G. J. Amabeoku,2,Multiple,Anticonvulsant effect of Persea americana Mill (Lauraceae) (Avocado) leaf aqueous extract in mice,1,"University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa.",University of Johannesburg,UoJ,,Phytother Res,African Journals,3.349,5,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,2,J. A. Ojewole,1,Single,Anticonvulsant activity of Hypoxis hemerocallidea Fisch. & C. A. Mey. (Hypoxidaceae) corm ('African potato') aqueous extract in mice,1,"University of KwaZulu-Natal, South Africa.",University of Johannesburg,UoJ,,Phytother Res,African Journals,3.349,48,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,6,"G. Mitchell, A. Fuller, S. K. Maloney, N. Rump and D. Mitchell",5,Multiple,"Guttural pouches, brain temperature and exercise in horses",1,"University of Limpopo, South Africa,",University of Johannesburg,UoJ,,Biol Lett,African Journals,3.335,11,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,2,"C. Toua, L. Brand, M. Moller, R. A. Emsley and B. H. Harvey",5,Multiple,The effects of sub-chronic clozapine and haloperidol administration on isolation rearing induced changes in frontal cortical N-methyl-D-aspartate and D1 receptor binding in rats,1, North-West University & University of Stellenbosch,University of KwaZulu-Natal,UKN,,Metab Brain Dis,African Journals,3.412,24,Human,0,Clinical,Standard,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
