"","year","country","topic","authors","no_authors","title","institution","journal","african_journal","impact","citations","model","genetic","research_types","adv_methods","plants","p_name","p_use","p_success","n_affiliations","international_collab","CC1","CC2","CC3","CC4","CC5","CC6","CC7","CC8","CC9","CC10","CC11","CC12","CC13","CC14","CC15","CC16","CC17","CC18","CC19","CC20","CC21","CC22","CC23","CC24","CC25","CC26","CC27","CC28","CC29","CC30","CC31","CC32"
"646",2009,44,6,"C. C. Grant, J. R. Clark, D. C. Janse van Rensburg and M. Viljoen",4,"Relationship between exercise capacity and heart rate variability: supine and in response to an orthostatic stressor","University of Pretoria, South Africa.","J Comp Neurol","Yes",2.548,28,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",2009,44,1,"K. Cockcroft, J. Ashwal and A. Bentley",3,"Sleep and daytime sleepiness in methylphenidate medicated and un-medicated children with attention-deficit/hyperactivity disorder (ADHD)","University of the Witwatersrand, South Africa.","Conf Proc IEEE Eng Med Biol Soc","No",0.477,9,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",2009,44,3,"D. C. Stefan, R. Van Toorn and S. Andronikou",3,"Spinal compression due to Burkitt lymphoma in a newly diagnosed HIV-infected child","University of StellenboschTygerbergSouth Africa","Neurology","Yes",1.113,6,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",2009,44,8,"W. M. Daniels, I. L. Pitout, T. J. Afullo and M. V. Mabandla",4,"The effect of electromagnetic radiation in the mobile phone range on the behaviour of the rat","University of KwaZulu-Natal, South Africa.","Metab Brain Dis","Yes",2.441,68,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",2009,44,9,"A. M. du Plessis, S. Theron and S. Andronikou",3,"The effects of misinterpretation of an artefact on multidetector row CT scans in children","University of Cape Town, South Africa.","Clin J Pain","Yes",1.826,6,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",2009,44,9,"G. Ferguson and J. Jelsma",2,"The prevalence of motor delay among HIV infected children living in Cape Town, South Africa","University of Cape Town, South Africa.","J Clin Virol","Yes",1.541,39,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",2009,44,6,"L. Marais, S. M. Hattingh, D. J. Stein and W. M. Daniels",4,"A proteomic analysis of the ventral hippocampus of rats subjected to maternal separation and escitalopram treatment","University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa.","Metab Brain Dis","Yes",2.441,39,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",2009,44,8,"A. Dalton, P. Wolmarans, R. C. Witthuhn, M. E. van Stuijvenberg, S. A. Swanevelder and C. M. Smuts",6,"A randomised control trial in schoolchildren showed improvement in cognitive function after consuming a bread spread, containing fish flour from a marine source","Medical Research Council, South Africa, University of StellenboschTygerbergSouth Africa.","Prostaglandins Leukot Essent Fatty Acids","Yes",2.786,85,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",2009,44,3,"H. Foyaca-Sibat, L. D. Cowan, H. Carabin, I. Targonska, M. A. Anwary, G. Serrano-Ocana, R. C. Krecek and A. L. Willingham, 3rd",9,"Accuracy of serological testing for the diagnosis of prevalent neurocysticercosis in outpatients with epilepsy, Eastern Cape Province, South Africa","Walter Sisulo University, Mthata, South Africa","PLoS Negl Trop Dis","Yes",4.367,42,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",2009,44,3,"D. J. Marks, K. Dheda, R. Dawson, G. Ainslie and R. F. Miller",5,"Adverse events to antituberculosis therapy: influence of HIV and antiretroviral drugs","University of Cape Town, South Africa.","Int J STD AIDS","Yes",1.494,75,"Human",0,"1",0,0,NA,NA,NA,2,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",2009,44,9,"T. Alexander, G. Fuller, P. Hargovan, D. L. Clarke, D. J. Muckart and S. R. Thomson",6,"An audit of the quality of care of traumatic brain injury at a busy regional hospital in South Africa","University of KwaZulu-Natal, South Africa.","S Afr J Surg","No",2.592,46,"Human",0,"1",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",2009,44,6,"D. A. Whitelaw and J. J. Spangenberg",2,"An investigation in the possible effect of chronic headache on neuropsychological function in aCL-negative patients with SLE","Tygerberg Hospital, Parow 5705 South, University of StellenboschTygerbergSouth Africa.","Lupus","Yes",2.969,9,"Human",0,"0",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",2009,44,3,"A. A. Figaji, E. Zwane, C. Thompson, A. G. Fieggen, A. C. Argent, P. D. Le Roux and J. C. Peter",7,"Brain tissue oxygen tension monitoring in pediatric severe traumatic brain injury. Part 1: Relationship with outcome","University of Cape Town, South Africa.","Childs Nerv Syst","Yes",1.235,105,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",2009,44,3,"A. A. Figaji, E. Zwane, C. Thompson, A. G. Fieggen, A. C. Argent, P. D. Le Roux and J. C. Peter",7,"Brain tissue oxygen tension monitoring in pediatric severe traumatic brain injury. Part 2: Relationship with clinical, physiological, and treatment factors","University of Cape Town, South Africa.","Childs Nerv Syst","Yes",1.235,105,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",2009,44,3,"D. J. van der Merwe, S. Andronikou, R. Van Toorn and M. Pienaar",4,"Brainstem ischemic lesions on MRI in children with tuberculous meningitis: with diffusion weighted confirmation","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Childs Nerv Syst","Yes",1.235,20,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",2009,44,8,"S. J. van Rensburg, C. M. Smuts, D. Hon, M. Kidd, S. van der Merwe, C. Myburgh, P. Oosthuizen and R. Emsley",8,"Changes in erythrocyte membrane fatty acids during a clinical trial of eicosapentaenoic acid (EPA) supplementation in schizophrenia","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa, North-West University, South Africa.","Metab Brain Dis","Yes",2.441,18,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",2009,44,9,"A. B. Shuttleworth-Edwards, V. J. Whitefield-Alexander, S. E. Radloff, A. M. Taylor and M. R. Lovell",5,"Computerized neuropsychological profiles of South African versus US athletes: a basis for commentary on cross-cultural norming issues in the sports concussion arena","Rhodes University, South Africa.","Phys Sportsmed","Yes",1.556,26,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",2009,44,6,"S. Korff, D. J. Stein and B. H. Harvey",3,"Cortico-striatal cyclic AMP-phosphodiesterase-4 signalling and stereotypy in the deer mouse: attenuation after chronic fluoxetine treatment","North-West University, South Africa, University of Cape Town, South Africa.","Pharmacol Biochem Behav","Yes",2.538,28,"Mice",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",2009,44,9,"S. Pillay, V. Pillay, Y. E. Choonara, D. Naidoo, R. A. Khan, L. C. du Toit, V. M. Ndesendo, G. Modi, M. P. Danckwerts and S. E. Iyuke",10,"Design, biometric simulation and optimization of a nano-enabled scaffold device for enhanced delivery of dopamine to the brain","University of the Witwatersrand, South Africa.","Int J Pharm","Yes",3.915,53,"Rat",0,"0",1,0,NA,NA,NA,2,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",2009,44,6,"M. V. Mabandla, L. A. Kellaway, W. M. Daniels and V. A. Russell",4,"Effect of exercise on dopamine neuron survival in prenatally stressed rats","University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa.","Metab Brain Dis","Yes",2.441,35,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",2009,44,2,"A. van Zyl, D. Swanepoel and J. W. Hall, 3rd",4,"Effect of prolonged contralateral acoustic stimulation on transient evoked otoacoustic emissions","University of Pretoria, South Africa.","Hear Res","Yes",3.071,17,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",2009,44,9,"W. Markotter, D. York, C. T. Sabeta, W. Shumba, G. Zulu, K. Le Roux and L. H. Nel",7,"Evaluation of a rapid immunodiagnostic test kit for detection of African lyssaviruses from brain material","University of Pretoria, South Africa, University of KwaZulu-Natal, South Africa.","Onderstepoort J Vet Res","Yes",1.206,15,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",2009,44,6,"L. Marais, D. J. Stein and W. M. Daniels",3,"Exercise increases BDNF levels in the striatum and decreases depressive-like behavior in chronically stressed rats","University of KwaZulu-Natal, South Africa, University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa.","Metab Brain Dis","Yes",2.441,155,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",2009,44,6,"A. Kotitschke, H. Sadie-Van Gijsen, C. Avenant, S. Fernandes and J. P. Hapgood",5,"Genomic and nongenomic cross talk between the gonadotropin-releasing hormone receptor and glucocorticoid receptor signaling pathways","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Mol Endocrinol","Yes",3.678,43,"Mice",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",2009,44,6,"D. Mitchell, A. Fuller and S. K. Maloney",3,"Homeothermy and primate bipedalism: is water shortage or solar radiation the main threat to baboon (Papio hamadryas) homeothermy?","University of the Witwatersrand, South Africa.","J Hum Evol","Yes",3.992,21,"Baboon",0,"0",0,0,NA,NA,NA,2,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",2009,44,4,"J. Weber, D. Mitchell, D. Veliotes, B. Mitchell and P. R. Kamerman",5,"Hyperalgesia induced by oral stavudine administration to rats does not depend on spinal neuronal cell death, or on spinal or systemic inflammatory cytokine secretion, or metabolic dysregulation","University of the Witwatersrand, South Africa.","Neurotoxicology","Yes",3.069,2,"Rat",0,"0",1,0,NA,NA,NA,2,103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",2009,44,9,"R. J. Keyser, L. van der Merwe, M. Venter, C. Kinnear, L. Warnich, J. Carr and S. Bardien",7,"Identification of a novel functional deletion variant in the 5'-UTR of the DJ-1 gene","University of StellenboschTygerbergSouth Africa, University of Western Cape, South Africa.","BMC Med Genet","Yes",1.913,18,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",2009,44,3,"A. Horn, C. Thompson, D. Woods, A. Nel, A. Bekker, N. Rhoda and C. Pieper",7,"Induced hypothermia for infants with hypoxic- ischemic encephalopathy using a servo-controlled fan: an exploratory pilot study","University of the Free State,  University of Cape Town,  University of Stellenbosch","Pediatrics","Yes",5.233,60,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",2009,44,3,"M. Venter, S. Human, D. Zaayman, G. H. Gerdes, J. Williams, J. Steyl, P. A. Leman, J. T. Paweska, H. Setzkorn, G. Rous, S. Murray, R. Parker, C. Donnellan and R. Swanepoel",14,"Lineage 2 west nile virus as cause of fatal neurologic disease in horses, South Africa","Institute of Infectious Diseases and Molecular Medicine, Cape Town, South Africa","Emerg Infect Dis","Yes",7.442,96,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",2009,44,2,"F. J. Vernimmen, Z. Mohamed, J. P. Slabbert and J. Wilson",4,"Long-term results of stereotactic proton beam radiotherapy for acoustic neuromas","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Radiother Oncol","Yes",4.942,36,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",2009,44,6,"J. Faure, D. J. Stein and W. Daniels",3,"Maternal separation fails to render animals more susceptible to methamphetamine-induced conditioned place preference","University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa, University of StellenboschTygerbergSouth Africa.","Metab Brain Dis","Yes",2.441,20,"Rat",0,"0",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",2009,44,2,"G. M. Hon, M. S. Hassan, S. J. van Rensburg, S. Abel, R. T. Erasmus and T. Matsha",6,"Membrane saturated fatty acids and disease progression in multiple sclerosis patients","National Health Laboratory ServicesTygerbergSouth Africa, South African Research CouncilTygerbergSouth Africa, University of StellenboschTygerbergSouth Africa.","Metab Brain Dis","Yes",2.441,4,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",2009,44,4,"J. E. Smit, T. Hanekom and J. J. Hanekom",3,"Modelled temperature-dependent excitability behaviour of a generalised human peripheral sensory nerve fibre","Biophotonics GroupCSIR National Laser Centre (NLC)PretoriaSouth Africa, University of Pretoria, South Africa.","Biol Cybern","Yes",1.44,7,"Human",0,"0",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",2009,44,3,"S. Andronikou, R. van Toorn and E. Boerhout",3,"MR imaging of the posterior hypophysis in children with tuberculous meningitis","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Eur Radiol","Yes",4.174,9,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",2009,44,3,"M. Pienaar, S. Andronikou and R. van Toorn",3,"MRI to demonstrate diagnostic features and complications of TBM not seen with CT","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Childs Nerv Syst","Yes",1.235,58,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",2009,44,1,"N. Gravett, A. Bhagwandin, K. Fuxe and P. R. Manger",4,"Nuclear organization and morphology of cholinergic, putative catecholaminergic and serotonergic neurons in the brain of the rock hyrax, Procavia capensis","University of the Witwatersrand, South Africa.","J Chem Neuroanat","Yes",2.162,52,"Hyrax",0,"0",1,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",2009,44,3,"K. M. Scott, F. Parker and J. M. Heckmann",3,"Opsoclonus-myoclonus syndrome and HIV-infection","University of Cape Town, South Africa.","Eur J Paediatr Neurol","Yes",2.44,26,"Human",0,"1",0,0,NA,NA,NA,2,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",2009,44,6,"J. H. van Heerden, A. Conesa, D. J. Stein, D. Montaner, V. Russell and N. Illing",6,"Parallel changes in gene expression in peripheral blood mononuclear cells and the brain after maternal separation in the mouse","University of Cape Town, South Africa.","PLoS One","Yes",1.361,38,"Mice",0,"0",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",2009,44,3,"A. A. Figaji, E. Zwane, A. G. Fieggen, A. C. Argent, P. D. Le Roux, P. Siesjo and J. C. Peter",7,"Pressure autoregulation, intracranial pressure, and brain tissue oxygenation in children with severe traumatic brain injury","University of Cape Town, South Africa.","Ann Trop Paediatr","Yes",2.232,55,"Human",0,"1",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",2009,44,9,"J. J. Faure, S. M. Hattingh, D. J. Stein and W. M. Daniels",4,"Proteomic analysis reveals differentially expressed proteins in the rat frontal cortex after methamphetamine treatment","University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa, University of StellenboschTygerbergSouth Africa.","J Neurol Neurosurg Psychiatry","Yes",2.441,16,"Rat",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",2009,44,3,"D. Singh, A. Berkman and M. Bresnahan",3,"Seroprevalence and HIV-associated factors among adults with severe mental illness - a vulnerable population","University of KwaZulu-Natal, South Africa","Int J Tuberc Lung Dis","No",0.955,32,"Human",0,"1",0,0,NA,NA,NA,2,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",2009,44,3,"S. Andronikou and R. Van Toorn",2,"The DWI 'reversal sign' of white matter hypoxic ischaemic injury in older children: an unusual MRI pattern for age","University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.","Int Urogynecol J","Yes",1.826,5,"Human",0,"1",0,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",2009,44,6,"L. G. Fick, T. A. Kucio, A. Fuller, A. Matthee and D. Mitchell",5,"The relative roles of the parasol-like tail and burrow shuttling in thermoregulation of free-ranging Cape ground squirrels, Xerus inauris","National Zoological Gardens Game Breeding Centre, University of the Witwatersrand, South Africa.","Neurosurgery","Yes",2.352,21,"Squirrel",0,"0",1,0,NA,NA,NA,2,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",2009,44,3,"A. A. Figaji, E. Zwane, A. G. Fieggen, P. Siesjo and J. C. Peter",5,"Transcranial Doppler pulsatility index is not a reliable indicator of intracranial pressure in children with severe traumatic brain injury","University of Cape Town, South Africa.","Neurosurgery","Yes",1.699,75,"Human",0,"1",0,0,NA,NA,NA,2,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",2009,44,6,"W. M. Daniels, L. R. Fairbairn, G. van Tilburg, C. R. McEvoy, M. J. Zigmond, V. A. Russell and D. J. Stein",7,"Maternal separation alters nerve growth factor and corticosterone levels but not the DNA methylation status of the exon 1(7) glucocorticoid receptor promoter region","University of Cape Town, South Africa, University of KwaZulu-Natal, South Africa, University of StellenboschTygerbergSouth Africa.","Metab Brain Dis","Yes",2.441,99,"Rat",0,"0",1,0,NA,NA,NA,3,44,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2009,44,6,"R. S. Hetem, B. A. de Witt, L. G. Fick, A. Fuller, G. I. Kerley, L. C. Meyer, D. Mitchell and S. K. Maloney",8,"Body temperature, thermoregulatory behaviour and pelt characteristics of three colour morphs of springbok (Antidorcas marsupialis)","Nelson Mandela Metropolitan University, Port Elizabeth, South Africa, University of the Witwatersrand, South Africa.","Comp Biochem Physiol A Mol Integr Physiol","Yes",2.352,51,"Springbok",0,"0",0,0,NA,NA,NA,3,44,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",2009,44,9,"L. Selman, I. J. Higginson, G. Agupio, N. Dinat, J. Downing, L. Gwyther, T. Mashao, K. Mmoledi, A. P. Moll, L. M. Sebuyira, B. Panajatovic and R. Harding",12,"Meeting information needs of patients with incurable progressive disease and their families in South Africa and Uganda: multicentre qualitative study","University of KwaZulu-Natal, South Africa","Bmj","Yes",2.413,61,"Human",0,"1",0,0,NA,NA,NA,3,56,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",2010,44,9,"J. K. Adam, R. Bechoo and W. S. Rmaih",3,"A comparative study evoking a sensory action potential from the medial and lateral plantar nerves using the probe and ring method of stimulation","Durban University of Technology","Neurol India","Yes",2.166,1,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",2010,44,7,"E. M. Meintjes, J. L. Jacobson, C. D. Molteno, J. C. Gatenby, C. Warton, C. J. Cannistraci, H. E. Hoyme, L. K. Robinson, N. Khaole, J. C. Gore and S. W. Jacobson",11,"An FMRI study of number processing in children with fetal alcohol syndrome","University of Cape Town, South Africa.","Alcohol Clin Exp Res","Yes",3.183,63,"Human",0,"1",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",2010,44,4,"D. Mitchell, L. Gelgor, J. Weber and P. R. Kamerman",4,"Antihypernociceptive synergy between ibuprofen, paracetamol and codeine in rats","University of the Witwatersrand, South Africa.","Eur J Pharmacol","Yes",3.148,6,"Rat",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",2010,44,3,"P. Mohlake and C. G. Whiteley",2,"Arginine metabolising enzymes as therapeutic tools for Alzheimer's disease: peptidyl arginine deiminase catalyses fibrillogenesis of beta-amyloid peptides","Rhodes University, South Africa.","Mol Neurobiol","Yes",5.07,20,"Human",0,"0",0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
